mean_dist_auc,mean_dist_ap,median_dist_auc,median_dist_ap,min_dist_auc,min_dist_ap,std_dist_auc,std_dist_ap,kth_dist_auc,kth_dist_ap,lid_auc,lid_ap,curv_auc,curv_ap,maha_auc,maha_ap,energy_auc,energy_ap,S_auc,S_ap,ood_min_dist_auc,ood_min_dist_ap,ood_min_dist_fpr95,ood_mean_dist_auc,ood_mean_dist_ap,ood_mean_dist_fpr95,ood_maha_auc,ood_maha_ap,ood_maha_fpr95,ood_lid_auc,ood_lid_ap,ood_lid_fpr95,ood_msp_auc,ood_msp_ap,ood_msp_fpr95,ood_energy_auc,ood_energy_ap,ood_energy_fpr95,ood_S_auc,ood_S_ap,ood_S_fpr95,boundary_S_auc,boundary_min_dist_auc,S_spearman,S_pearson,dataset,embed,k
0.629565293871897,0.21321250665703373,0.6360957804701072,0.22252289750416582,0.576639767804921,0.19125732730814368,0.5858088348468524,0.22097024722638076,0.6233866179995162,0.21264022721178769,0.5444490863915212,0.16756539161722517,0.4811341498273929,0.14528358881754552,0.24910398205765302,0.14400079353001263,0.49706457925636005,0.14833333333333334,0.6040150399085291,0.20494607987841268,0.5687333333333333,0.6041819458416213,0.9533333333333334,0.57856,0.6137161103495086,0.9483333333333334,0.63523,0.6057309302279221,0.875,0.5285533333333333,0.5166363674308478,0.9616666666666667,0.6250966666666666,0.5881961798137154,0.9683333333333334,0.37490333333333337,0.41488128433155447,0.985,0.5721166666666666,0.6088825691329641,0.9583333333333334,0.4642857142857143,0.5535714285714286,0.12806827776328422,0.10525934928319182,moons,identity,5
0.6346885375667891,0.22044532774243186,0.6261791156357881,0.21590993465929492,0.576639767804921,0.19125732730814368,0.5986499263396293,0.21890183482495612,0.6388223135952857,0.23449822101620377,0.5126761802150442,0.1509761069641573,0.5014951955847754,0.1563860577405783,0.24910398205765302,0.14400079353001263,0.49706457925636005,0.14833333333333334,0.6063237977967852,0.20758164898501186,0.5913266666666666,0.6126558466749361,0.94,0.5995133333333333,0.6188584664991087,0.9083333333333333,0.6244500000000001,0.5988528684925218,0.945,0.56889,0.5662109971846231,0.955,0.6116166666666667,0.5641039982534741,0.9666666666666667,0.38838333333333336,0.4197344528077793,0.975,0.5965400000000001,0.6172023661048867,0.9183333333333333,0.27499999999999997,0.32499999999999996,0.1309109305833127,0.10979315943808657,moons,identity,10
0.6493766353701709,0.23270571999548517,0.6451549066602168,0.23728440506716003,0.576639767804921,0.19125732730814368,0.6214076826667253,0.24282405576942695,0.6627014666109632,0.25504361286594524,0.5135337188592537,0.18021709416754828,0.5332461135908881,0.16143920959183133,0.24910398205765302,0.14400079353001263,0.49706457925636005,0.14833333333333334,0.6107214318696542,0.2100099814067761,0.5909233333333334,0.6123913313442462,0.9366666666666666,0.6295633333333334,0.6378504372518099,0.8783333333333333,0.62106,0.5993013514535867,0.9183333333333333,0.5509533333333333,0.5721356644121995,0.945,0.6247866666666667,0.577970764772497,0.985,0.3752133333333334,0.4239871068267759,0.975,0.6072433333333334,0.6250773551816384,0.9316666666666666,0.7083333333333334,0.7083333333333334,0.13632550738336702,0.11574089597796379,moons,identity,20
0.622221244970206,0.20536086072430837,0.6213637063259966,0.20786064765715395,0.5861826337430464,0.1969970984003408,0.5774533301084016,0.21172984254984534,0.6148771960685152,0.21217609664539008,0.5180632819543086,0.1568276007261867,0.49272191560940215,0.16139828758962918,0.2491919347391104,0.1440095127912083,0.49608610567514677,0.14833333333333334,0.6079948987444754,0.20557336984994531,0.5783466666666666,0.6039157226031697,0.9516666666666667,0.5845766666666666,0.607062481465041,0.9316666666666666,0.6159433333333333,0.5956306574464385,0.9183333333333333,0.5738633333333334,0.5653697682288212,0.9433333333333334,0.6271966666666666,0.5916480534002362,0.99,0.3728033333333334,0.4254673238356584,0.985,0.5805166666666667,0.6058109100772442,0.9333333333333333,0.3333333333333333,0.3194444444444444,0.13296846976733334,0.10143174120475537,moons,pca,5
0.6308845840937576,0.21591981595490894,0.622353173992392,0.21531844234089031,0.5861826337430464,0.1969970984003408,0.5966050264957453,0.22433275064741087,0.6317201345676027,0.22878308560989555,0.5014402251588645,0.14133936291269752,0.464654016139317,0.15718211884289823,0.2491919347391104,0.1440095127912083,0.49608610567514677,0.14833333333333334,0.6136018821873832,0.20937884695893566,0.59636,0.6263477180947289,0.95,0.5978266666666667,0.6288485146815048,0.9183333333333333,0.6244166666666667,0.5969401728739621,0.9333333333333333,0.5685666666666667,0.5750296424445385,0.9416666666666667,0.62203,0.5766485361937507,0.9866666666666667,0.37797,0.4250109859761013,0.98,0.5976633333333333,0.6299488135884805,0.9433333333333334,0.5333333333333333,0.6000000000000001,0.13987205518740256,0.10779298749848626,moons,pca,10
0.6385144792101849,0.22739568827268813,0.6345785967149673,0.22921694547445706,0.5861826337430464,0.1969970984003408,0.6047406495305527,0.23314339651870483,0.6440335099716352,0.2390898964306395,0.5287715209217442,0.15977317694540374,0.4897205303546692,0.14379154523100127,0.2491919347391104,0.1440095127912083,0.49608610567514677,0.14833333333333334,0.6167461905494844,0.2104952725060419,0.6000733333333333,0.6215133419558799,0.9416666666666667,0.6131266666666667,0.6303051301702405,0.8633333333333333,0.6281033333333333,0.599837343315604,0.9033333333333333,0.5732066666666666,0.5824508209297046,0.925,0.6258133333333333,0.5797390780709956,0.9516666666666667,0.37418666666666667,0.4052291216553787,0.98,0.60523,0.6263123087051656,0.9016666666666666,0.42500000000000004,0.47500000000000003,0.1437434775994414,0.11413201613001858,moons,pca,20
0.5441649328541706,0.5315680814840292,0.5442650674796115,0.5281764997934496,0.549038151292293,0.53129993447354,0.5114320364044994,0.49108484592640245,0.5443763281745457,0.5276603532581856,0.5274758286140255,0.5273501003056262,0.4539770135404265,0.4541675046665803,0.5538668654524417,0.5823779751026983,0.5,0.4816666666666667,0.5520755682639994,0.5351622124843354,0.8538,0.8854114339628422,0.8266666666666667,0.89567,0.9123671025327708,0.5983333333333334,0.39221666666666666,0.5172363184710986,1.0,0.7814866666666667,0.7822542480794644,0.8133333333333334,0.6144466666666666,0.5934941517849154,0.995,0.38555333333333336,0.44283581842899644,0.9866666666666667,0.8717433333333333,0.8971573811693616,0.7683333333333333,,,0.09013700207947242,0.06394465274681883,circles,identity,5
0.5556247844324036,0.5376957419878088,0.5542896560931919,0.5350268527519728,0.549038151292293,0.53129993447354,0.5411497680214511,0.5193433656355085,0.5509407091756695,0.5326523025238149,0.5225136016199556,0.48692226461002575,0.49291825676743173,0.4700859206447565,0.5538668654524417,0.5823779751026983,0.5,0.4816666666666667,0.5560141968646736,0.5400156836934902,0.8692333333333333,0.8930767552883937,0.7366666666666667,0.88387,0.905120843285241,0.6783333333333333,0.40543666666666667,0.5366037207457346,1.0,0.8496133333333333,0.8766763789571983,0.825,0.60496,0.5881838989655361,1.0,0.39504,0.4604365579548305,0.9866666666666667,0.8777566666666667,0.9000764035596063,0.73,,,0.09695432901807581,0.07287925780279172,circles,identity,10
0.556125457559608,0.5448651741924695,0.550540170673906,0.5346403784549177,0.549038151292293,0.53129993447354,0.5525984935301905,0.529683667870803,0.5613324580825332,0.5538210287531772,0.5151370175458116,0.4884599305484482,0.5218794156588302,0.5019544857141462,0.5538668654524417,0.5823779751026983,0.5,0.4816666666666667,0.5543675385796459,0.5416675032007093,0.8474566666666666,0.8791265080376922,0.8433333333333334,0.8752166666666668,0.8977107823063393,0.725,0.39737333333333336,0.5233120174896562,1.0,0.8579333333333334,0.8838944253026061,0.77,0.6029566666666667,0.5820242903275954,0.9966666666666667,0.39704333333333336,0.4471505261437271,0.9833333333333333,0.8595933333333333,0.8877066535120317,0.8233333333333334,,,0.09410414713413992,0.08221349264900155,circles,identity,20
0.5443429499660655,0.5313731320459387,0.5444875888694801,0.5281645896707049,0.5485263520955952,0.530585014178686,0.513000812203073,0.4934102064749807,0.5447323623983356,0.5286260937265348,0.5258514224679847,0.5313919200203707,0.4560242103272177,0.45498204067518794,0.5558918101002459,0.5877880178075001,0.5,0.4816666666666667,0.5520866943334928,0.5351696308707337,0.8410500000000001,0.8719440308097074,0.8183333333333334,0.8645766666666668,0.88838487847633,0.7633333333333333,0.3992133333333333,0.5177118911917644,1.0,0.7648466666666666,0.7739028582773009,0.8133333333333334,0.6059466666666666,0.5780624102344056,0.97,0.39405333333333326,0.43491371478340946,0.985,0.85277,0.8794729368462288,0.7833333333333333,,,0.09015626006517467,0.06459298680997277,circles,pca,5
